ID,Estado de contacto,Corredor,Microzona,Ciudad,Clase,Puntaje operativo,Empresa,Sector,Segmento comercial,Teléfonos,Calidad del teléfono,Teléfono principal (tel:),Links telefónicos,Preguntar por,Necesidad probable,Oferta PRESOL,Gancho comercial,Acción sugerida,Dato pendiente,Google Maps,Fuente,URL fuente,Evidencia,Calidad del dato,Origen del registro,Resultado,Fecha de visita,Próximo paso,Notas de campo,Servicios PRESOL a ofrecer,Rubro foco enriquecimiento,Ciudad foco solicitada,Prioridad visita sugerida,Observación servicio nuevo,Fuente unificación,Notas de unificación
AGI-003,Pendiente,Río Cuarto / RN36 sur,Alcira Gigena,Alcira Gigena,C,30,3C Biogás S.A.,Energía / biogás,Industria / mantenimiento,A relevar,A relevar,,,despacho / producción,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Prospecto técnico; validar contacto local en terreno.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.757000,-64.332000",UNRC / investigación web,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Baja / visitar solo por cercanía,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: ALG-003
BER-001,Pendiente,Río Cuarto / RN36 sur,Berrotarán,Berrotarán,B,75,Doble A Servicios Metalúrgicos,Zinguería / estructuras metálicas,Metalmecánica / despacho,358 4185826,OK,tel:+543584185826,tel:+543584185826,despacho / producción,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Visitar y detectar obras/instalaciones próximas.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.452000,-64.388000",Facebook Doble A Servicios Metalúrgicos,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
BER-002,Pendiente,Río Cuarto / RN36 sur,Berrotarán,Berrotarán,C,30,Canteras/corralones locales,Áridos / materiales,Hormigón / áridos / premoldeados,A relevar,A relevar,,,planta / mantenimiento,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Movimiento de equipos de cantera/planta; transporte de material suelto sujeto a confirmar unidad o esquema operativo.,Relevamiento presencial: la web no muestra nombres confiables.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.452000,-64.384000",Relevamiento recomendado,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Baja / visitar solo por cercanía,Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
CHU-001,Pendiente,Río Cuarto / RN36 sur,Chucul,Chucul,B,75,Cotagro — Sucursal Chucul,Acopio agropecuario,Agro / acopio / planta,0358 4912008 / 0358 4933333,OK,tel:+543584912008,tel:+543584912008 | tel:+543584933333,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Punto de paso; no dedicar medio día.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.016000,-64.208000",Maptons / Cotagro,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Alta,"Barquilla: validar seguridad, seguro, permiso de trabajo y alcance de maniobra antes de cotizar. Percha pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
ELE-001,Pendiente,Río Cuarto / RN36 sur,Elena,Elena,A,100,CAGLE — Cooperativa Agrícola de Elena,Acopio / agro / estación de servicios,Agro / acopio / planta,3584 881118,OK,tel:+543584881118,tel:+543584881118,operaciones / entregas,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Obras recientes + nueva planta futura: transporte de equipos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.569649,-64.392432",cagle.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Muy alta,"Barquilla: validar seguridad, seguro, permiso de trabajo y alcance de maniobra antes de cotizar. Percha pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
ELE-002,Pendiente,Río Cuarto / RN36 sur,Elena,Elena,B,75,Gliestore S.A.,Soja / alimentos / exportación,Industria / mantenimiento,0358 4641548 / 9358 4024598,OK,tel:+543584641548,tel:+543584641548 | tel:+5493584024598,responsable de acopio / mantenimiento,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Empresa exportadora; preguntar por logística de equipos y planta.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.571800,-64.390000",Exportadores de Córdoba,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,planta agroindustrial,,Alta,"Percha pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
LH-001,Pendiente,Río Cuarto / RN36 sur,Las Higueras,Las Higueras,B,50,Parque Industrial y Logístico Las Higueras,Radicaciones / logística,Puerta institucional,A relevar vía municipio/parque,A relevar,,,despacho / producción,"Acceso a padrón de empresas radicadas, obras de infraestructura y derivaciones a responsables.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Pedir listado de empresas radicadas y obras en apertura de calles.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.093000,-64.288000",argentina.gob.ar / La Voz,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,otro rubro factible,,Media,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
RC-001,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,AFEMA S.A.,Constructora vial,Obra / constructora,0351 7371862,OK,tel:+543517371862,tel:+543517371862,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Obras viales activas; pedir jefe de obra/logística.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.105000,-64.335000",Facebook AFEMA,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,otro rubro factible,,Muy alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
RC-002,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Canteras Bringas,Áridos / hormigón / obra pública,Hormigón / áridos / premoldeados,0358 154906010,OK,tel:+5493584906010,tel:+5493584906010,jefe de obra / logística,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Pegada a Circunvalación: muy caliente para obra vial.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.145000,-64.425000",gurugo.com.ar / canterasbringas.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
RC-003,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,CasaContainer Río Cuarto,Módulos / containers,Módulos / containers,0358 4310288,OK,tel:+543584310288,tel:+543584310288,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Ellos venden “te lo llevamos”; PRESOL puede ser proveedor logístico.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.118737,-64.382102",Facebook CasaContainer,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,otro rubro factible,,Muy alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
RC-004,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Construcciones Metálicas El Colono S.A.,Estructuras metálicas / silos,Agro / acopio / planta,0358 4628525,OK,tel:+543584628525,tel:+543584628525,jefe de obra / logística,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Uno de los mejores encajes; pedir despacho/montaje.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.151690,-64.357888",elcolonosa.com.ar / Facebook,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Muy alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
RC-005,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Da Ros Premoldeados,Premoldeados de hormigón / agro e industria,Agro / acopio / planta,+54 358 508-9009,OK,tel:+543585089009,tel:+543585089009,despacho / logística,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.",Transporte de repuestos/equipos/silos/implementos + coordinación de retiro y descarga.,Premoldeados con productos agro e industriales y envío propio; PRESOL puede ofrecer refuerzo o traslados especiales.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Da+Ros+Premoldeados+R%C3%ADo+Cuarto+C%C3%B3rdoba+Argentina,Web propia Da Ros Premoldeados,https://www.darospremoldeados.com.ar,"Sitio propio informa 100 años, productos agro/industria, envío propio, teléfono y dirección.",Alta,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,áridos/construcción/premoldeados,,Muy alta,"Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar. Percha pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
RC-006,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Dexco Constructora,Constructora local,Obra / constructora,0358 4640139 / 0358 154869634,OK,tel:+543584640139,tel:+543584640139 | tel:+5493584869634,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Tiene obras activas; pedir compras/operaciones.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.112715,-64.369622",constructoradexco.com/contacto,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,otro rubro factible,,Muy alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
RC-007,Pendiente,Río Cuarto / RN36 sur,Río Cuarto / Holmberg / General Cabrera,Río Cuarto,A,100,INCISA S.A. — División Hormigones,Hormigón elaborado / plantas y bombeo,Hormigón / áridos / premoldeados,3584 38 9870,OK,tel:+543584389870,tel:+543584389870,planta / mantenimiento / logística,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Transporte de premoldeados/equipos; áridos sueltos solo sujeto a validar caja volcadora o tercerización.,"Dos plantas estratégicas y planta móvil; puede requerir traslados de equipos, bombas y apoyo en obras.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=INCISA+S.A.+%E2%80%94+Divisi%C3%B3n+Hormigones+R%C3%ADo+Cuarto+C%C3%B3rdoba+Argentina,Web propia INCISA,https://incisa-sa.com/division-hormigones,"Sitio informa plantas Santa Catalina-Holmberg y General Cabrera, planta móvil, bombeo y teléfono de ventas.",Alta,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,"Barquilla: validar seguridad, seguro, permiso de trabajo y alcance de maniobra antes de cotizar. Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.",GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
